"SerialCode","dt_utc","degC","rh","dt_pdt","date_pdt","hr_pdt","eve_morn","intervalID"
"FS-326",2020-09-21 10:08:05,-1,-1,2020-09-21 03:08:05,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:10:20,-1,-1,2020-09-21 03:10:20,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:16:01,-1,-1,2020-09-21 03:16:01,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:18:21,-1,-1,2020-09-21 03:18:21,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:30:32,-1,-1,2020-09-21 03:30:32,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:32:33,-1,-1,2020-09-21 03:32:33,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:34:59,-1,-1,2020-09-21 03:34:59,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:41:23,-1,-1,2020-09-21 03:41:23,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:44:48,-1,-1,2020-09-21 03:44:48,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:46:49,-1,-1,2020-09-21 03:46:49,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:52:55,-1,-1,2020-09-21 03:52:55,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:56:12,-1,-1,2020-09-21 03:56:12,2020-09-21,3,"am",14
"FS-326",2020-09-21 10:58:12,-1,-1,2020-09-21 03:58:12,2020-09-21,3,"am",14
"FS-326",2020-09-21 11:01:05,-1,-1,2020-09-21 04:01:05,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:07:24,-1,-1,2020-09-21 04:07:24,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:10:11,-1,-1,2020-09-21 04:10:11,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:17:54,-1,-1,2020-09-21 04:17:54,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:21:02,-1,-1,2020-09-21 04:21:02,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:23:32,-1,-1,2020-09-21 04:23:32,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:31:07,-1,-1,2020-09-21 04:31:07,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:33:37,-1,-1,2020-09-21 04:33:37,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:36:31,-1,-1,2020-09-21 04:36:31,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:40:11,-1,-1,2020-09-21 04:40:11,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:42:25,-1,-1,2020-09-21 04:42:25,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:46:28,-1,-1,2020-09-21 04:46:28,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:49:36,-1,-1,2020-09-21 04:49:36,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:53:32,-1,-1,2020-09-21 04:53:32,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:55:32,-1,-1,2020-09-21 04:55:32,2020-09-21,4,"am",14
"FS-326",2020-09-21 11:58:43,-1,-1,2020-09-21 04:58:43,2020-09-21,4,"am",14
"FS-326",2020-09-21 12:07:33,-1,-1,2020-09-21 05:07:33,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:10:00,-1,-1,2020-09-21 05:10:00,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:13:06,-1,-1,2020-09-21 05:13:06,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:15:57,-1,-1,2020-09-21 05:15:57,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:20:14,-1,-1,2020-09-21 05:20:14,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:22:26,-1,-1,2020-09-21 05:22:26,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:25:17,-1,-1,2020-09-21 05:25:17,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:29:08,-1,-1,2020-09-21 05:29:08,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:34:53,-1,-1,2020-09-21 05:34:53,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:37:17,-1,-1,2020-09-21 05:37:17,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:39:22,-1,-1,2020-09-21 05:39:22,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:41:30,-1,-1,2020-09-21 05:41:30,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:44:53,-1,-1,2020-09-21 05:44:53,2020-09-21,5,"am",14
"FS-326",2020-09-21 12:49:20,-1,-1,2020-09-21 05:49:20,2020-09-21,5,"am",14
"FS-326",2020-09-21 13:05:13,-1,-1,2020-09-21 06:05:13,2020-09-21,6,"am",14
"FS-326",2020-09-21 13:08:54,-1,-1,2020-09-21 06:08:54,2020-09-21,6,"am",14
"FS-326",2020-09-21 13:10:54,-1,-1,2020-09-21 06:10:54,2020-09-21,6,"am",14
"FS-326",2020-09-21 13:20:27,-1,-1,2020-09-21 06:20:27,2020-09-21,6,"am",14
"FS-326",2020-09-21 13:23:46,-1,-1,2020-09-21 06:23:46,2020-09-21,6,"am",14
"FS-326",2020-09-22 09:15:08,-1,-1,2020-09-22 02:15:08,2020-09-22,2,"am",14
"FS-326",2020-09-22 09:33:15,-1,-1,2020-09-22 02:33:15,2020-09-22,2,"am",14
"FS-326",2020-09-22 09:48:37,-1,-1,2020-09-22 02:48:37,2020-09-22,2,"am",14
"FS-326",2020-09-22 09:54:54,-1,-1,2020-09-22 02:54:54,2020-09-22,2,"am",14
"FS-326",2020-09-22 09:57:49,-1,-1,2020-09-22 02:57:49,2020-09-22,2,"am",14
"FS-326",2020-09-22 10:12:55,-1,-1,2020-09-22 03:12:55,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:20:07,-1,-1,2020-09-22 03:20:07,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:24:07,-1,-1,2020-09-22 03:24:07,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:32:08,-1,-1,2020-09-22 03:32:08,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:40:08,-1,-1,2020-09-22 03:40:08,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:54:31,-1,-1,2020-09-22 03:54:31,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:56:46,-1,-1,2020-09-22 03:56:46,2020-09-22,3,"am",14
"FS-326",2020-09-22 10:59:38,-1,-1,2020-09-22 03:59:38,2020-09-22,3,"am",14
"FS-326",2020-09-22 11:03:36,-1,-1,2020-09-22 04:03:36,2020-09-22,4,"am",14
"FS-326",2020-09-22 11:22:50,-1,-1,2020-09-22 04:22:50,2020-09-22,4,"am",14
"FS-326",2020-09-22 11:33:55,-1,-1,2020-09-22 04:33:55,2020-09-22,4,"am",14
"FS-326",2020-09-22 11:36:22,-1,-1,2020-09-22 04:36:22,2020-09-22,4,"am",14
"FS-326",2020-09-22 11:45:26,-1,-1,2020-09-22 04:45:26,2020-09-22,4,"am",14
"FS-326",2020-09-22 12:22:51,-1,-1,2020-09-22 05:22:51,2020-09-22,5,"am",14
"FS-326",2020-09-22 12:32:13,-1,-1,2020-09-22 05:32:13,2020-09-22,5,"am",14
"FS-326",2020-09-22 12:50:27,-1,-1,2020-09-22 05:50:27,2020-09-22,5,"am",14
"FS-326",2020-09-22 13:02:56,-1,-1,2020-09-22 06:02:56,2020-09-22,6,"am",14
"FS-326",2020-09-22 13:04:58,-1,-1,2020-09-22 06:04:58,2020-09-22,6,"am",14
"FS-326",2020-09-22 13:08:38,-1,-1,2020-09-22 06:08:38,2020-09-22,6,"am",14
"FS-326",2020-09-22 13:10:39,-1,-1,2020-09-22 06:10:39,2020-09-22,6,"am",14
"FS-326",2020-09-22 13:14:48,-1,-1,2020-09-22 06:14:48,2020-09-22,6,"am",14
"FS-326",2020-09-22 13:18:22,-1,-1,2020-09-22 06:18:22,2020-09-22,6,"am",14
"FS-326",2020-09-22 13:24:29,-1,-1,2020-09-22 06:24:29,2020-09-22,6,"am",14
"FS-326",2020-09-23 09:02:09,-1,-1,2020-09-23 02:02:09,2020-09-23,2,"am",14
"FS-326",2020-09-23 09:04:12,-1,-1,2020-09-23 02:04:12,2020-09-23,2,"am",14
"FS-326",2020-09-23 09:26:04,-1,-1,2020-09-23 02:26:04,2020-09-23,2,"am",14
"FS-326",2020-09-23 09:30:25,-1,-1,2020-09-23 02:30:25,2020-09-23,2,"am",14
"FS-326",2020-09-23 09:40:48,-1,-1,2020-09-23 02:40:48,2020-09-23,2,"am",14
"FS-326",2020-09-23 09:54:27,-1,-1,2020-09-23 02:54:27,2020-09-23,2,"am",14
"FS-326",2020-09-23 10:11:27,-1,-1,2020-09-23 03:11:27,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:16:20,-1,-1,2020-09-23 03:16:20,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:20:48,-1,-1,2020-09-23 03:20:48,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:33:06,-1,-1,2020-09-23 03:33:06,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:37:16,-1,-1,2020-09-23 03:37:16,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:40:53,-1,-1,2020-09-23 03:40:53,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:43:41,-1,-1,2020-09-23 03:43:41,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:53:51,-1,-1,2020-09-23 03:53:51,2020-09-23,3,"am",14
"FS-326",2020-09-23 10:57:56,-1,-1,2020-09-23 03:57:56,2020-09-23,3,"am",14
"FS-326",2020-09-23 11:04:33,-1,-1,2020-09-23 04:04:33,2020-09-23,4,"am",14
"FS-326",2020-09-23 11:07:57,-1,-1,2020-09-23 04:07:57,2020-09-23,4,"am",14
"FS-326",2020-09-23 11:14:57,-1,-1,2020-09-23 04:14:57,2020-09-23,4,"am",14
"FS-326",2020-09-23 11:44:29,-1,-1,2020-09-23 04:44:29,2020-09-23,4,"am",14
"FS-326",2020-09-23 11:51:53,-1,-1,2020-09-23 04:51:53,2020-09-23,4,"am",14
"FS-326",2020-09-23 11:55:07,-1,-1,2020-09-23 04:55:07,2020-09-23,4,"am",14
"FS-326",2020-09-23 13:18:12,-1,-1,2020-09-23 06:18:12,2020-09-23,6,"am",14
"FS-326",2020-09-23 13:37:55,-1,-1,2020-09-23 06:37:55,2020-09-23,6,"am",14
"FS-326",2020-10-15 10:41:06,15.2,74.45,2020-10-15 03:41:06,2020-10-15,3,"am",15
"FS-326",2020-10-15 11:34:58,14.81,73.34,2020-10-15 04:34:58,2020-10-15,4,"am",15
"FS-326",2020-10-17 10:31:18,13.58,83.91,2020-10-17 03:31:18,2020-10-17,3,"am",15
"FS-326",2020-10-17 10:43:57,13.54,81.93,2020-10-17 03:43:57,2020-10-17,3,"am",15
"FS-326",2020-10-21 12:26:53,12.61,75.48,2020-10-21 05:26:53,2020-10-21,5,"am",15
"FS-393",2020-07-11 13:02:46,17.34,63.49,2020-07-11 06:02:46,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:10:04,18.16,61.11,2020-07-11 06:10:04,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:15:00,19.04,58.83,2020-07-11 06:15:00,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:19:33,19.65,58.48,2020-07-11 06:19:33,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:32:36,22.29,53.36,2020-07-11 06:32:36,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:36:28,22.8,52.76,2020-07-11 06:36:28,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:38:39,22.68,53.03,2020-07-11 06:38:39,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:41:53,23.01,51.1,2020-07-11 06:41:53,2020-07-11,6,"am",3
"FS-393",2020-07-11 13:45:16,24.19,48.88,2020-07-11 06:45:16,2020-07-11,6,"am",3
"FS-393",2020-07-12 13:00:24,18.88,58.42,2020-07-12 06:00:24,2020-07-12,6,"am",3
"FS-393",2020-07-12 13:13:04,20.52,57.2,2020-07-12 06:13:04,2020-07-12,6,"am",3
"FS-393",2020-07-12 13:15:26,20.91,56.51,2020-07-12 06:15:26,2020-07-12,6,"am",3
"FS-393",2020-07-12 13:20:23,22.15,52.72,2020-07-12 06:20:23,2020-07-12,6,"am",3
"FS-393",2020-07-12 13:25:37,23.41,49.78,2020-07-12 06:25:37,2020-07-12,6,"am",3
"FS-393",2020-07-12 13:49:23,26.78,43.18,2020-07-12 06:49:23,2020-07-12,6,"am",3
"FS-393",2020-07-13 13:05:25,18.32,61.22,2020-07-13 06:05:25,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:11:07,19.12,58.02,2020-07-13 06:11:07,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:13:32,19.46,57.24,2020-07-13 06:13:32,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:19:32,20.87,53.86,2020-07-13 06:19:32,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:23:00,21.61,51.4,2020-07-13 06:23:00,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:29:35,22.31,47.93,2020-07-13 06:29:35,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:33:09,22.81,47.83,2020-07-13 06:33:09,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:35:39,23.23,47.08,2020-07-13 06:35:39,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:39:20,23.85,46.14,2020-07-13 06:39:20,2020-07-13,6,"am",3
"FS-393",2020-07-13 13:45:43,24.93,44.23,2020-07-13 06:45:43,2020-07-13,6,"am",3
"FS-393",2020-07-14 13:02:59,15.66,72.98,2020-07-14 06:02:59,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:17:00,17.36,66.71,2020-07-14 06:17:00,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:21:15,18.56,61.98,2020-07-14 06:21:15,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:25:31,19.65,59.73,2020-07-14 06:25:31,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:29:35,20.4,57.26,2020-07-14 06:29:35,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:32:25,21,55.56,2020-07-14 06:32:25,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:34:53,21.42,55.53,2020-07-14 06:34:53,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:43:43,22.79,52.5,2020-07-14 06:43:43,2020-07-14,6,"am",3
"FS-393",2020-07-14 13:57:13,25.38,40.79,2020-07-14 06:57:13,2020-07-14,6,"am",3
"FS-393",2020-07-15 13:09:56,15.19,76.9,2020-07-15 06:09:56,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:27:28,17.91,68.48,2020-07-15 06:27:28,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:30:42,18.52,67.38,2020-07-15 06:30:42,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:32:54,19.07,66.7,2020-07-15 06:32:54,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:47:44,21.5,61.37,2020-07-15 06:47:44,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:51:07,22.28,60.27,2020-07-15 06:51:07,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:55:28,22.89,59.22,2020-07-15 06:55:28,2020-07-15,6,"am",3
"FS-393",2020-07-15 13:58:30,23.41,57.06,2020-07-15 06:58:30,2020-07-15,6,"am",3
"FS-393",2020-07-16 13:20:30,19.31,76.2,2020-07-16 06:20:30,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:24:14,19.86,73.66,2020-07-16 06:24:14,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:27:35,20.61,69.89,2020-07-16 06:27:35,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:32:14,21.05,70.42,2020-07-16 06:32:14,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:36:29,21.87,68.15,2020-07-16 06:36:29,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:46:08,24.71,58.1,2020-07-16 06:46:08,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:48:58,25.5,53.9,2020-07-16 06:48:58,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:51:30,26.11,49.67,2020-07-16 06:51:30,2020-07-16,6,"am",3
"FS-393",2020-07-16 13:54:21,26.49,50.9,2020-07-16 06:54:21,2020-07-16,6,"am",3
"FS-393",2020-07-17 13:20:38,19.18,73.97,2020-07-17 06:20:38,2020-07-17,6,"am",4
"FS-393",2020-07-17 13:25:35,20.23,68.99,2020-07-17 06:25:35,2020-07-17,6,"am",4
"FS-393",2020-07-17 13:27:52,20.87,65.95,2020-07-17 06:27:52,2020-07-17,6,"am",4
"FS-393",2020-07-17 13:31:36,22.01,60.93,2020-07-17 06:31:36,2020-07-17,6,"am",4
"FS-393",2020-07-17 13:38:25,22.99,58.16,2020-07-17 06:38:25,2020-07-17,6,"am",4
"FS-393",2020-07-17 13:42:27,24.06,52.44,2020-07-17 06:42:27,2020-07-17,6,"am",4
"FS-393",2020-07-17 13:54:56,26.55,47.76,2020-07-17 06:54:56,2020-07-17,6,"am",4
"FS-393",2020-07-18 13:11:35,16.21,81.93,2020-07-18 06:11:35,2020-07-18,6,"am",4
"FS-393",2020-07-18 13:15:36,16.69,80.7,2020-07-18 06:15:36,2020-07-18,6,"am",4
"FS-393",2020-07-18 13:28:08,19.25,70.95,2020-07-18 06:28:08,2020-07-18,6,"am",4
"FS-393",2020-07-18 13:33:06,20.36,67.26,2020-07-18 06:33:06,2020-07-18,6,"am",4
"FS-393",2020-07-18 13:35:24,21.06,64.74,2020-07-18 06:35:24,2020-07-18,6,"am",4
"FS-393",2020-07-18 13:47:38,24.1,56.99,2020-07-18 06:47:38,2020-07-18,6,"am",4
"FS-393",2020-07-18 13:49:56,24.65,53.63,2020-07-18 06:49:56,2020-07-18,6,"am",4
"FS-393",2020-07-19 13:16:05,17.63,78.5,2020-07-19 06:16:05,2020-07-19,6,"am",4
"FS-393",2020-07-19 13:22:04,18.67,75,2020-07-19 06:22:04,2020-07-19,6,"am",4
"FS-393",2020-07-19 13:33:48,20.82,67.48,2020-07-19 06:33:48,2020-07-19,6,"am",4
"FS-393",2020-07-19 13:37:27,21.77,64.92,2020-07-19 06:37:27,2020-07-19,6,"am",4
"FS-393",2020-07-19 13:40:41,22.45,62.95,2020-07-19 06:40:41,2020-07-19,6,"am",4
"FS-393",2020-07-19 13:43:39,22.8,61.41,2020-07-19 06:43:39,2020-07-19,6,"am",4
"FS-393",2020-07-19 13:51:15,24.1,57.98,2020-07-19 06:51:15,2020-07-19,6,"am",4
"FS-393",2020-07-20 13:14:34,17.77,81.56,2020-07-20 06:14:34,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:16:47,18.04,81.29,2020-07-20 06:16:47,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:23:22,18.88,78.61,2020-07-20 06:23:22,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:25:44,19.45,75.45,2020-07-20 06:25:44,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:32:15,20.27,71.84,2020-07-20 06:32:15,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:36:39,21.18,69.87,2020-07-20 06:36:39,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:45:31,22.81,64.48,2020-07-20 06:45:31,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:50:45,23.84,61.07,2020-07-20 06:50:45,2020-07-20,6,"am",4
"FS-393",2020-07-20 13:55:13,24.98,58.17,2020-07-20 06:55:13,2020-07-20,6,"am",4
"FS-393",2020-07-21 13:11:20,16.13,83.31,2020-07-21 06:11:20,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:18:16,17.09,78.49,2020-07-21 06:18:16,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:27:49,18.81,71.98,2020-07-21 06:27:49,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:31:47,19.86,68.48,2020-07-21 06:31:47,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:34:08,19.79,68.71,2020-07-21 06:34:08,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:38:09,20.71,66.13,2020-07-21 06:38:09,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:41:56,22.01,61.8,2020-07-21 06:41:56,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:50:29,23.16,56.44,2020-07-21 06:50:29,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:52:37,23.33,56.24,2020-07-21 06:52:37,2020-07-21,6,"am",4
"FS-393",2020-07-21 13:58:42,24.78,51.75,2020-07-21 06:58:42,2020-07-21,6,"am",4
"FS-393",2020-07-22 13:11:39,14.52,84.63,2020-07-22 06:11:39,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:18:45,15.61,80.38,2020-07-22 06:18:45,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:25:21,16.88,75,2020-07-22 06:25:21,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:28:36,17.6,73.05,2020-07-22 06:28:36,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:32:18,18.22,70.21,2020-07-22 06:32:18,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:34:52,19.11,67.07,2020-07-22 06:34:52,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:38:26,20.05,61.89,2020-07-22 06:38:26,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:47:32,22.12,58.12,2020-07-22 06:47:32,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:49:59,22.7,56.06,2020-07-22 06:49:59,2020-07-22,6,"am",4
"FS-393",2020-07-22 13:59:32,25.25,48.55,2020-07-22 06:59:32,2020-07-22,6,"am",4
"FS-393",2020-07-23 13:10:21,14.01,89.41,2020-07-23 06:10:21,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:16:33,14.85,86.34,2020-07-23 06:16:33,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:20:10,15.36,84.7,2020-07-23 06:20:10,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:23:53,16.1,81.17,2020-07-23 06:23:53,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:28:14,16.99,78.07,2020-07-23 06:28:14,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:34:09,18.41,72.82,2020-07-23 06:34:09,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:37:12,19.14,69.35,2020-07-23 06:37:12,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:44:01,20.91,63,2020-07-23 06:44:01,2020-07-23,6,"am",5
"FS-393",2020-07-23 13:55:26,23.88,54.94,2020-07-23 06:55:26,2020-07-23,6,"am",5
"FS-393",2020-07-24 13:11:23,15.54,81.69,2020-07-24 06:11:23,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:27:32,17.88,74.14,2020-07-24 06:27:32,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:35:22,19.72,67.57,2020-07-24 06:35:22,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:37:28,20.31,66.12,2020-07-24 06:37:28,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:40:08,20.98,63.88,2020-07-24 06:40:08,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:44:19,21.74,61.23,2020-07-24 06:44:19,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:48:01,22.49,59.52,2020-07-24 06:48:01,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:52:54,23.69,55.88,2020-07-24 06:52:54,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:55:10,24.35,54.7,2020-07-24 06:55:10,2020-07-24,6,"am",5
"FS-393",2020-07-24 13:58:49,25,53.01,2020-07-24 06:58:49,2020-07-24,6,"am",5
"FS-393",2020-07-25 13:17:32,16.55,76.14,2020-07-25 06:17:32,2020-07-25,6,"am",5
"FS-393",2020-07-25 13:28:31,18.88,69.8,2020-07-25 06:28:31,2020-07-25,6,"am",5
"FS-393",2020-07-25 13:33:42,20.05,65.55,2020-07-25 06:33:42,2020-07-25,6,"am",5
"FS-393",2020-07-25 13:47:06,23.62,57.21,2020-07-25 06:47:06,2020-07-25,6,"am",5
"FS-393",2020-07-25 13:51:55,24.3,54.99,2020-07-25 06:51:55,2020-07-25,6,"am",5
"FS-393",2020-07-25 13:54:17,24.67,55.12,2020-07-25 06:54:17,2020-07-25,6,"am",5
"FS-393",2020-07-26 13:11:58,16.59,77.97,2020-07-26 06:11:58,2020-07-26,6,"am",5
"FS-393",2020-07-26 13:19:35,17.29,75.5,2020-07-26 06:19:35,2020-07-26,6,"am",5
"FS-393",2020-07-26 13:34:59,19.79,67.47,2020-07-26 06:34:59,2020-07-26,6,"am",5
"FS-393",2020-07-26 13:53:35,24.16,56.48,2020-07-26 06:53:35,2020-07-26,6,"am",5
"FS-393",2020-07-27 13:22:06,17.09,71.53,2020-07-27 06:22:06,2020-07-27,6,"am",5
"FS-393",2020-07-27 13:34:45,19.54,65.59,2020-07-27 06:34:45,2020-07-27,6,"am",5
"FS-393",2020-07-27 13:39:03,21.39,60.05,2020-07-27 06:39:03,2020-07-27,6,"am",5
"FS-393",2020-07-27 13:54:04,25.01,52.69,2020-07-27 06:54:04,2020-07-27,6,"am",5
"FS-393",2020-07-27 13:56:10,25.5,51.4,2020-07-27 06:56:10,2020-07-27,6,"am",5
"FS-393",2020-07-27 14:00:07,25.49,52.56,2020-07-27 07:00:07,2020-07-27,7,"am",5
"FS-393",2020-07-28 13:13:50,16.71,76.52,2020-07-28 06:13:50,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:29:53,18.81,69.96,2020-07-28 06:29:53,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:33:17,19.61,68.08,2020-07-28 06:33:17,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:35:40,20.09,66.51,2020-07-28 06:35:40,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:38:08,20.84,65.08,2020-07-28 06:38:08,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:41:32,21.37,62.82,2020-07-28 06:41:32,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:46:27,22.21,61.06,2020-07-28 06:46:27,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:55:38,24.7,55.16,2020-07-28 06:55:38,2020-07-28,6,"am",5
"FS-393",2020-07-28 13:59:44,25.67,53.38,2020-07-28 06:59:44,2020-07-28,6,"am",5
"FS-393",2020-07-29 13:15:36,17.03,78.65,2020-07-29 06:15:36,2020-07-29,6,"am",5
"FS-393",2020-07-29 13:20:54,17.66,77.24,2020-07-29 06:20:54,2020-07-29,6,"am",5
"FS-393",2020-07-29 13:26:26,18.6,72.4,2020-07-29 06:26:26,2020-07-29,6,"am",5
"FS-393",2020-07-29 13:36:13,20.78,64.62,2020-07-29 06:36:13,2020-07-29,6,"am",5
"FS-393",2020-07-29 13:42:30,22.15,62.84,2020-07-29 06:42:30,2020-07-29,6,"am",5
"FS-393",2020-07-29 13:45:04,22.52,62.94,2020-07-29 06:45:04,2020-07-29,6,"am",5
"FS-393",2020-07-29 13:47:54,22.84,61.52,2020-07-29 06:47:54,2020-07-29,6,"am",5
"FS-393",2020-07-29 14:00:36,25.47,55.95,2020-07-29 07:00:36,2020-07-29,7,"am",5
"FS-393",2020-07-30 13:18:34,16.16,82.35,2020-07-30 06:18:34,2020-07-30,6,"am",6
"FS-393",2020-07-30 13:24:22,17.06,78.94,2020-07-30 06:24:22,2020-07-30,6,"am",6
"FS-393",2020-07-30 13:29:26,18.59,74.05,2020-07-30 06:29:26,2020-07-30,6,"am",6
"FS-393",2020-07-30 13:34:08,20.47,67.77,2020-07-30 06:34:08,2020-07-30,6,"am",6
"FS-393",2020-07-30 13:37:06,21.27,63.02,2020-07-30 06:37:06,2020-07-30,6,"am",6
